code,title,subjects,credits,description
ENVS441,Introduction to Atmospheric Science,environmental studies,4,"This course will act as a comprehensive introduction to atmospheric science with a
 focus on the whole atmosphere of the Earth. Students will develop a quantitative
 understanding of atmospheric thermodynamics, radiative balance, atmospheric
 dynamics, mesoscale and synoptic-scale weather systems, and a prelude to
 principles of climate."
HIST205,Sources of the Self: India in the Second Millennium A.D.,history,4,"This course explores the most significant developments of medieval and early modern India. Second Millennium is also the time period when regional cultures, linguistic and literary traditions as well as popular religions were produced. It is important to note that these constructs inform our social, cultural and religious lives today and in that sense constitute our sources of the self. In that sense, our goal is to examine the medieval in our contemporary world. 
 We will study the following six themes in this course. 
 First, the emergence of regions and regional cultures, which are often based on bhashas or regional languages. While some of these languages had already been in existence for several centuries, it is mostly towards the end of the first millennium AD that Indian bhashas emerge from the shadows of Sanskrit or Prakrit and begin to be used for political, literary, religious and discursive purposes. This moment also marks the emergence of regional political formations and regional cultures, primarily based on bhashas, across India. Our first objective is to explore the emergence of bhashas, their connection to political power and the new expressive possibilities available for their speakers. Note that such linguistic and regional cultures have been the basis for linguistic states in independent India. 
 Second, we will consider the nature of state formation and imperialism across India by considering examples such as the Delhi Sultanate, Vijayanagara and Bahamani kingdoms as well as the Mughal empire. We will also study political and administrative innovations as well as the political culture produced in this period. Note that the political elites produced in this era continue to exercise their influence over South Asia until the present. 
 Third, we will study the increasing complexity and diversity of Indian religious imaginations of this era, in which Islam and Christianity become an important part of Indian religiosity. Our specific focus will be on developments in popular Hinduism, specifically bhakti religiosity in different regional languages and cultures. Additionally, we will examine the presence and spread of Islam, particularly through Sufi traditions and the question of conversion to Islam.
 Fourth, we will examine how the Indian landscape was transformed with new forms of monumental architecture, urbanism and water reservoirs, all of which were intimately connected to medieval political projects. Medieval monuments, be they temples, palaces, mosques, forts, mausoleums or water bodies, were built using enduring material and continue to be a part of the built environment. Medieval cities such as Delhi, Surat and Bangalore, though transformed during colonial and modern era, continue to inform Indian urban culture. 
 Fifth, Our final major theme will be to look at the economic developments of the Second Millennium, specifically the expansion of agriculture, manufacturing, trade and commerce and urbanization. This is the period when Indian economy is integrated into the global economy and trading networks. 
 Finally, we conclude the course by considering India’s engagement with the early modern world. Since modernity is seen as a European achievement, we want to end this course by asking whether other cultures, specifically India in our case, contributed to the making of European modernity or fashioned their own modernity. 
 Note that in our exploration of the above mentioned six themes, we will foreground the movement of people, ideas, cultural practices within India and from places such as Central Asia, Arabia, Turkey, Persia, Africa and Afghanistan, all of which leads to the remaking of Indian landscape, demography and civilization."
HIST206,From Mughaliyah Saltanat to Sovereign Republic: India in Transition,history,4,"This course studies the history of India from the death of Emperor Aurangzeb in 1707 to the founding of the Republic of India in 1950. The collapse of the Mughal Empire was followed by a period of competition between various rising powers including the Sikhs, the Marathas, Hyderabad and the Europeans, which eventually resulted in the emergence of the British Raj in India. British colonial rule transformed India. It changed what it meant to be Indian and led to new ways of thinking about nation, religion, and what it meant to be modern. The collapse of British rule in India in 1947 was accompanied by immense violence and lead to the creation of two new countries; India and Pakistan. This course will focus on six key themes; the contest for power among the successors to the Mughal Empire, the rebellion of 1857, the history of the Indian princes, the emergence of Indian nationalism, the two world wars and finally the making of an independent India. The course will prove useful to students interested in Indian history and politics."
HIST209,How We Became Modern: World History from 1750 to the Present,history,4,"In this course we will study the history of the last two hundred and fifty years through a focus on key events that have shaped the modern world. This includes the end of European empires in the Americas and their growth in Asia and Africa, the emergence of nationalism, industrialisation and its environmental consequences, the world wars, the Cold War and globalisation. We will look at a wide variety of interesting historical actors from the gaucho cowboys of South America to the final remnants of the samurai in Japan. We will also encounter various important historical figures including Napoleon Bonaparte, Isambard Brunel, Joseph Stalin, Margaret Thatcher and Barack Obama. In studying this course we will gain a foundational understanding of the politics and history of the world in which we live."
HIST215,"Tools, Time and Terrain: Exploring the Prehistoric Archaeology of South Asia",history,4,
HIST303,Historical Reasoning,history|literature|philosophy,4,"History is not simply the study of what happened in the past. It also involves reflections on the nature of the past itself and how we come to know it. Such reflections on the ontology of the past, our ability to access it and the narrative forms in which the past is presented – have all been extensively discussed in the philosophy of history and historiography. Combining theories and insights from metaphysics, epistemology, hermeneutics and ethics, this course intends to explore the nature of historical thinking and reasoning. As such, this course has two objectives. First, to seek conceptual understanding of categories such as past, time, history, myth, chronology, causation, historical necessity and contingency. Second, this course also explores some key
 questions often raised in the philosophy of history: How do we know, represent and explain the past? Is historical truth objective and absolute or relative and contingent? Does history have meaning or direction? What do historical accounts focus on – individual actions, social structures, cultures, nations and civilizations, different time periods? Finally, do historical accounts carry moral imperatives? To respond to these questions, we will study a number of thinkers such as Vico, Herder, Hegel, Marx, Nietzsche, Collingwood, Michel Foucault, Paul Ricoeur, Hayden White and Ankersmit. Course readings will include a combination of selections from the writings of above-mentioned thinkers and accessible scholarly writings."
HIST313,The Art and Architecture of Medieval South Asia,history,4,"Is it possible to read physical objects such as paintings and works of architecture as manifestations of economic, political, social and environmental transformation in Medieval South Asia? Given the extent to which scholars have come to rely on texts to narrate the history of medieval South Asia, when and for what reasons might one turn towards physical artifacts and objects as sources of historical information? This course answers the aforementioned questions by bringing attention to artifactual cultures spanning 550 years in South Asia, beginning towards the end of the 12th century and concluding in the mid- eighteenth century. 
 
 The course commences with framing questions around “the medieval” in South Asian History and the ways in which that concept comes to inform debates around community and stateformation, the exercise of sovereignty and power, religiosity, patronage, travel, colonialism, and more recently, populism and nationalism. Subsequently, the course explores the ways in which the periodization of the medieval comes to encompass visual artifacts spanning the Ghurid, Mamluk, Khalji, Tughlaq, Vijayanagara, Sharqi, Lodhi and Mughal periods. The course ends with the debates surrounding the emergence of an “early modern period” in South Asian history and the peculiar manner in which the artefactual culture of medieval south Asia comes into conversation with that of the early modern. At the broadest level the course will not only introduce students to a wide array of works of art and architecture in the region, it will also encourage them to develop interpretative descriptions of these works by drawing on a variety of primary and secondary sources."
HIST318,Contemporary India,history,4,"How do we make sense of India? Is India a rich country with poor people? Is it a scientific superpower or a land of superstition? Answering these questions requires an understanding of the contemporary history of India. We will first look through the first fifty-three years of Indian independence to see how different political parties rose and fell, how society and the environment have shaped politics, how India’s foreign policy is made and how the leadership styles of different Indian Prime Ministers varied. We will study a wide variety of important personalities including Jawaharlal Nehru, the Dalai Lama, Lalu Prasad Yadav, Salman Khan and Amartya Sen. We will also look at interesting changes in Indian history from the writing of the constitution to the 1962 Sino-Indian war to the rise of McDonalds. The course will be of interest to students of Indian history, politics and society. More broadly it will be of interest to anyone who is interested in the historical events that defined the lives of their parents and grandparents."
HIST326,Ancient World,history,4,"This course introduces ancient civilizations, specifically focusing on the Indus Valley with discussions on Mesopotamia, Egypt, and China, and an overview of developments in other regions of Asia, Africa, and the Americas. We discuss alternate theories regarding urbanisation and definitions of civilizations. We also highlight discoveries and theoretical and methodological approaches in archaeology that have influenced interpretations of diverse civilizations. The course highlights transformations from early agro-pastoral Neolithic cultures with an emphasis on examining cultural transitions, the origins of agriculture, and the spread of domesticated plants and animals. We discuss the influence of environmental changes on the rise, spread, and decline of civilizations. We highlight issues related to the diverse manifestations of settlements, urban architecture and spatial organisation, governance, socio-economic structures, intellectual and religious lives, technologies, architecture, literature, art/craft, and more. The course discusses ancient population migrations as inferred from archaeological, linguistic, and genetic studies. It concludes by situating ancient worlds within modern contexts as related to changing perceptions and constructions of the past."
HIST330,Revolutions,history|political science|sociology,4,"How do you stage a revolution? Why do revolutions happen at some places and times but not others? What will the revolutions of the future look like? These are some the questions that this course will try to answer. Starting with the cognitive revolution thousands of years ago and ending with the ongoing revolution in artificial intelligence, this course will tell the story of world history through social as well as political revolutions. We will look not only at the four great political revolutions in America, Russia, France and China but also at many smaller ones that shape our world in subtle ways from Haiti to Vietnam. We will also study several social revolutions that have been no less instrumental in shaping humanity from the industrial revolution to the sexual revolution. We will explore the causes, ideologies and methods that animated revolutionaries as well as the impact of many of these revolutions on life in the present. In doing so we will also learn about key themes in historiography such as change, contingency, agency and progress."
HIST334,Maritime History,history,4,
HIST336,Ramayana,history,4,"This course will deliberate on the historical, political, ethical and literary concerns that frame the epic tale of Ramayana. We will explore the rich and diverse Ramayana tradition, delving into various retellings ranging from textual, to audio-visual to performance arts. Through the course, we will see how the Ramayana narratives have traveled, the story, story-tellers and the audiences, and how, if at all, do we read these various literary and cultural texts as historical sources."
HIST337,The Rise of Civilizations in India,history,4,"This course on early India explores the political, social, economic and religious developments from 2000 BCE up to 800 CE. We will move chronologically through the trimester to understand the changes and continuities that defined ancient India. At the same time, each block will be explored thematically, ranging from differing ideas of sovereignty and governance, the emergence of heterodox sects and Puranic traditions, and their inter-linkages with modes of production and social organisation, changes in material culture, craft technologies, commerce and urbanisation. Together these themes will provide an overview not only of what happened in early India, but why do we study early India? We will use a combination of primary sources and scholarship, and survey the relevant historiographical debates."
HIST339,Food and Power,history,4,"To eat, like breathing, is a biological instinct of our bodies, necessary for daily functioning. Unlike breathing however, the ways in which we eat, the food items we choose or reject, are linked to societal norms and economic capacities, beyond individual agency. This course will read foodways as systems of communications that encode identities in terms of state and household institutions, geographical markers, religious affiliations, labour and class positions, and caste and gender norms. 
This course will move chronologically through the turn to agriculture, ancient states and empires, religious sacrifices and asceticism, medieval mercantilism, industrialisation and circulation of food and labour, and end in the present day post-globalisation world. We will learn to read primary sources ranging from the pots and pans of the ancient world, medicinal texts, religious canonical literature, oral and written recipe collections, and modern day popular culture. Together, we will use these contexts and sources to understand how food functions as a marker of identity."
HIST341,Biography – a Historical and Literary Exploration,history,4,"This advanced seminar course (300, 400 and 600) intends to engage with the form of the biography, both as a narrative artefact and as a genre of historical scholarship.
By exploring biographies of ordinary and significant individuals, it will facilitate the discussion of the following questions. What is the relationship between individual lives and their experiences to those of the collectives of which they are a part? How do their lives tell us about the age and the larger events which they might have witnessed, participated or influenced? What light can be thrown on the classic social theory debate on structure and agency through a theoretical study of biography?
A second major concern of the course is the craft of writing biographies. How is the choice of biographical subject made? Is it limited to great man theory or is it possible and desirable to pluralize the subject of biographical writing? How do we write the biographies of different kinds of subjects - pre-modern subjects, modern subjects and living subjects all of which pose different kinds of challenges to a biographer? Should different approaches be adopted by biographers for different subjects?
The course will be reading intensive and will include biographies of a variety of subjects as well as scholarly reflections on the craft of Biography writing. In its first iteration, the course will be team taught with one course coordinator anchoring the course but future iterations of this course may also have a single instructor. The course readings will cover ancient, medieval and modern Indian as well as world history, the themes of race and gender, the fields of science, literature, and social activism, studies of a single person plus of two or more biographical subjects together."
HIST342,Modernism: The Art and Architecture of Anxiety,arts|history|psychology,4,"Modernism: The Art and Architecture of Anxiety, begins by exploring the pivotal artistic and architectural movements of the early 20th century, as attempts to find order and control in an increasingly chaotic world. A growing feeling of alienation and uncertainty about the future owing to the social upheaval of industrialization and the trauma of World War I
 prompted a widespread rejection of traditional artistic, social, and political norms in Euro- America. Modernism, in this “western” sense, was principally an exploration of new forms
 and techniques that shattered existing aesthetic modes, and established a new kind of truth or order that was centered around fragmentation.
 In the initial leg of the course students will therefore explore how the crisis of certainty in turn of twentieth century Europe, eventually led to an artistic embrace of abstraction. A sense of an intellectual and existential vacuum prompted artists to abandon representational art, as they felt that objective reality could no longer be accurately depicted. Instead, they embraced non-figurative art to express inner, subjective “truths” and new, non-Euclidean approaches towards comprehending space and time.
 
 In the second portion of this course we will examine how the anxiety undergirding the advent of Indian modernism was distinct from its Western counterpart. While European modernists grappled with the alienation of the industrial age and the fragmentation of reality, Indian artists faced a different, more complex set of concerns: the trauma of colonialism, the struggle for national identity, and the challenge of synthesizing tradition with modernity. In her influential book, &quot;When Was Modernism,&quot; the art critic Geeta Kapur, for instance, highlights how Indian modernists were not simply rebelling against a bourgeois establishment, but were instead engaged in a &quot;double discourse.&quot; The anxiety in this context was not about societal fragmentation but rather the existential struggle to forge a new national identity amidst the pressures of colonial rule. Indian modernists grappled with the tension between preserving cultural heritage and embracing the future, a creative anxiety that defined their artistic and architectural expressions. Drawing from Kapur’s writing, and from the art of Nasreen Mohamedi, and the architecture of Charles Correa and BV Doshi, the final leg of the course will therefore examine the extent to which abstraction in the context of Indian Modernism may be viewed as a profound effort to impose order on a world that appeared increasingly divided up between the national and the global, between the inner and the outer, and between the mind and the body."
HIST343,Moving Home: Migrations in Deep Time,history,4,"For millions of years, people, plants and animals have moved across continents, adapting to
 dynamic past climatic changes and responding to evolving ecological niches in multiple
 ways. This course explores the when, where, how and why of ancient population migrations
 across South Asia. Here, pre- and protohistoric populations inhabited diverse environments,
 leaving behind a wealth of evidence from which archaeologists address questions of
 interest. Who were these populations, and where did they come from? How did their use of
 space across ancient landscapes change through time? Here, we trace the story of migrations
 and mobility of prehistoric populations in South Asia. We begin our story around 3 million
 years ago in Africa and move across the world in the footsteps of hunter-gatherers, farmers
 and urban communities, culminating in the Indus Valley Civilisation. We look at evidence
 drawn from archaeology, past environmental changes, fossils and genetics. We explore
 debates in models that reconstruct the timing and nature of past migrations, on species
 involved and complexities arising from extreme events and environments. We culminate by
 discussing how archaeologists interpret migrations and the implications this has had on the
 evolution of conceptual approaches in archaeology and other disciplines."
HIST345,Gendering South Asian History: 1200-1800 CE,history,4,"The present course uses gender as a lens for looking into the history of medieval and early-modern South Asia. It especially looks at the categories of ‘masculinity’ and ‘ femininity’, how these were constructed and mapped during the period, in relation to one another. In doing so, it considers how evolving ideals of manliness came to inform kingship and domesticity in the Sultanate and the Mughal period. To what extent was the courtly and domestic spaces segregated? What were the ways in which the royal women responded and negotiated with the prescribed norms and participate in politics and court society ? How had art and architectural productions served as sites of gendered patronage, aesthetics, labour and performance ? These are some of the questions that we will address in this course. The course will also explore the non-royal social and political groups, the concubines, dancing girls, women slaves and labourers as well as the gender-liminal figure of the eunuch. The processes of gender marginalisation and defiance of gender normativity will also be taken up, particularly through a study of some of the women saints who challenged societal hierarchies in their pursuit of spirituality. The course will culminate with a discussion on how the notions of gender normativity were reoriented and subverted at the wake of colonialism in the eighteenth century."
HIST346,Diversity and Unity in Medieval Europe 500-1500 CE,history,4,"Too often, especially in Europe itself, the European trajectory of history is taken to be not just a typical template, but one which somehow explains how this relatively small portion of the globe found a path to world domination. We miss too easily that that domination was really achieved by only three or four of Europe’s very numerous polities, not even all the largest ones, and that the continent remained and remains broken up and contentious in identity, even though it is often treated and even acts like a single politico-religious entity. This course looks at Europe’s first and formative millennium, and tries to distinguish what worked against its unity and maintained its distinct identities and practices, as well as the more usual opposite. Looking especially at religion and government, as well as the basic resources of life, it sets out to make clearer how Europe’s foundations mean it has never quite been one thing together, despite how much its components share."
HIST347,"West Asia and the Mediterranean 200-700 CE: Empires, Religions and Replacement",history,4,"The early centuries of the Common Era in West Asia are dominated in historiography by two opposed empires, that of the Romans and that of the Persians. Arguably the whole of European history, which has subsequently been exported to much of the globe, is the process of dealing with and occasionally trying to reverse the end of the Roman culture; Persia, though less well-recorded, is no less significant for its inheritors, Islamic and otherwise. This course charts the entwined fates of the two empires in their long final phase, which ended with their replacement, in whole or in part, by a new competitor in the form of the first Islamic caliphate. Religion, ethnic identity and ideas about power come to the fore in this course, which will leave you understanding better both the shape of the world which West Asia has affected today and the enduring cultural significance of Rome, and Persia, as archetypes and aspirations."
HIST355,Indian Historiography,history,4,"This course introduces students to modes of history writing in India with a specific focus on modern and contemporary periods. We will begin with a brief survey of how the past was remembered and documented in ancient and mediaeval India. Then our goal will be to study different schools of modern historiography such as Colonial, Nationalist, Cambridge, Marxist, Subaltern and Hindutva. Students will learn to recognize the underlying conceptions of past and history present in different schools and also the narrative strategies deployed."
HIST655,Indian Historiography,history,4,"This course introduces students to modes of history writing in India with a specific focus on modern and contemporary periods. We will begin with a brief survey of how the past was remembered and documented in ancient and mediaeval India. Then our goal will be to study different schools of modern historiography such as Colonial, Nationalist, Cambridge, Marxist, Subaltern and Hindutva. Students will learn to recognize the underlying conceptions of past and history present in different schools and also the narrative strategies deployed."
KCCS101,Writing and Oral Communication,core,3,-
KCCS102,Mathematical Reasoning,core,3,
KCCS103,Creative Expression,core,3,-
KCCS121,Scientific Reasoning,core,3,-
KCCS122,Exploring the Social and the Historical,core,3,
KCCS123,Philosophical Perspectives Across Cultures,core,3,-
KCCS124,Data Analytics,core,3,-
KCCS131,Literature and the Arts,core,3,-
KCCS132,Ethics,core,3,-
KCCS133,Design Thinking,core,3,-
KCCS134,Introduction to Computational Thinking,core,3,-
KCCS190,Engaging with the Environment,core,3,-
LITT201,Introduction to Literary Studies,literature,4,"This course is designed to introduce Literature majors to some of the fundamental concepts and practices of literary criticism. We shall begin with a preliminary survey of the history of literary study as a way to propose working definitions of a few key terms: What do we mean by literature? What is a text? Who is an author? And what constitutes literary criticism? This last question will bring us to questions that pertain directly to method: In what ways can a text be read? Does it make sense to speak of a literary method in the same way as we speak, say, of the scientific method? Or, to put it another way, is there anything that all works of literary criticism share in common, or is it futile to look for such a common ground?"
LITT205,Android Dreams: Technological Imaginaries in Literature and Film,environmental studies|literature,4,"We often hear that technology will solve our biggest problems—inequality, governance, even loneliness. But why has technology become the main way we imagine the future at all? And what kinds of futures does it make possible—or impossible? This course approaches these questions through literature and film. We will read short stories, speculative fiction, and literary texts alongside cinema, treating them not as entertainment or illustration, but as forms of thinking—ways in which societies imagine, desire, or resist technological change. Focusing on South Asia, we will explore technological imaginaries: how narratives give shape to ideas of progress, control, care, and the human. We will practice close reading and interpretation, paying attention to voice, form, metaphor, and narrative structure, and ask how stories make technological futures imaginable."
LITT206,Creative Writing,literature,4,"The Introduction to Creative Writing is an intensive writing workshop designed to give students the opportunity to develop their craft via in-class workshops, readings, discussions, and one-on-one tutorials. The discussions will also focus on publishing and the publishing industry. The course will include Zoom sessions with authors and literary agents. 

The class will mimic the frenzied pace of real-life publishing. There will be deadlines, drafts, and redrafts. We will learn to read like writers and write like writers under pressure. 

Students will turn in one fully realized piece of fiction (a short story or the first chapter of a novel in progress) and a book review for the course. For the book review, students will choose a work of fiction by an author who comes from a background different from theirs (we will discuss in class what this means) on which to write a paper and give a presentation. The paper will be divided into two sections – the first will be a 1,000-word review of the book, and the second will be an analysis of the reviews the book has garnered in the media. The analysis should include students’ thoughts on the audience the book was written for, the type of marketing that might have gone into the book, the cover, the hooks used to gain publicity, author interviews, etc. You will need to search The New York Times, New Yorker, Guardian, Washington Post, Hindustan Times, Hindu, Financial Times, and other publications for reviews and features on the book. You will give a 10-minute presentation on your review."
LITT208,Genre (Shakespeare on Screen),literature,4,"This course will look at how the poetry of modernity - as a ground-breaking, insurgent â€˜genreâ€™, as a congress of ideas, and as a symptom and experience of modernity - thrived between the mid-19th and mid-20th centuries. Through a series of readings of primary and associative texts, the fundamental task of the course will be to think through the idea of the â€˜poetry of modernityâ€™. The poetry of modernity thrived in the metropolises of modernity but also away from it; found form in both heavily modernising imperial cities as well as in the cities forged by coloniality; was debated in the artistsâ€™ salons as much as in islands of individual genius; it talked back to the technologies of modernity as much as it turned away from them. Broadly it was a poetry of animation, alienation and contemplative ennui. The poetry of modernity was also transmedial (it found kinship with photography and art, cinema and new fiction), transnational (it flourished in several centres of contact between nationalities) and transitional, responding to an ephemeral, delirious, radically remade world. It is this network of opposites - the need to respond and revolt, to accommodate and alienate, to comply and dissent, to find fellowship but through extreme individuation- is what triggered the difficult and productive search for a new idiom and a new language of poetry. From the fundamental question of a broad definition, the course shall hence proceed to the more difficult question: is the poetry of modernity primarily a genre of poetry; or is it thus only when it is part of the experience and consciousness of modernity?"
LITT212,Literary Movements,arts|literature,4,"This course will aim to introduce concepts such as literary â€œperiods,â€ â€œmovements,â€ or â€œinfluencesâ€ as a fundamental instrument of criticism. They enable scholars to understand, by way of comparison or contrast, innovations in form and genre that go beyond the particular practices and choices of individual writers. Focusing on a specific literary movementâ€”English Romanticism of the nineteenth centuryâ€”we will examine what a periodising approach to literary studies looks like. When and how is a literary or artistic movement born, named, periodised, and canonised? And what does organising texts and writers into particular movements or periods do to the way in which we read them? The course will then make a distinction between historical periods and literary or artistic movements, the latter being defined, not merely chronologically, but in terms of specific literary and artistic goals shared across time, place, mediums, and genres. We will regard the movement in question as defined by critics retrospectively, as well as by the members themselves. And finally we will read Romanticism in relation to movements that preceded and succeeded it, as a way to gain insight into how movements fit into a historical continuum, how some movements are distinct and well defined while others are more nebulous and fluid, and why the notion of movements have at times been a point of contention among scholars."
LITT223,Introduction to Popular Culture,literature,4,
LITT224,Brief Encounters: The Short Story through Histories and Cultures,literature,4,"If brevity is indeed the soul of wit, then the short story is the fictional equivalent of modernity: it captures an instant, a hovering mood, a passing shadow. In fact, in some ways the short story is the arch-genre of modernity. In the early to mid-19th century, the modern metropolis was being forged by capital, migration and anonymity; here rapid industrialisation made demands on uninterrupted time; the telegraph and the railways atomised distance; photography made visualising of a moment possible. It is in that kind of a city where print modernity took sharp turns and the short story became one of the founding genres to mirror the harried, hurried, fleeting life in the new metropolis. It came to belong to a space in between a sketch and a tale, a fable and a saga, an anecdote and a long narrative. This course would look at the cultural and social origin of the short story; enquire into the ways in which it has transformed over the last century and a half; look at some of the critical approaches to it; and study its astonishing fecundity and flourish, including in the Indian subcontinent. In short, this course will be a survey of the genre as well as one which would look closely at some of its most representative specimens, and in several languages."
LITT232,An Introduction to Poetry,literature,4,"This course is a deep dive into the reading and practice of poetry. What is a poem? How is it fashioned? What makes it such a powerful form of literary enchantment? This course explores the building blocks of poetry, interspersed with readings of poems from around the world – canonical and less familiar. As it delves into questions around the role of sound and metaphor, free verse and fixed form, inspiration and craft, it will examine how we might become better practitioners, as well as better listeners. The course will combine immersive practice sessions with readings, group discussions with one-on-one interactions. In addition to multiple writing and reading exercises, students will turn in a final assignment that includes six rigorously-workshopped poem drafts and one poem review."
LITT233,Twentieth Century Women's Literatures,literature,4,"In recognition of the difference in experiences and history of those identifying with the category of “woman” (as opposed to their “male” counterparts), it was felt by many literary feminist critics in the twentieth century that literatures produced by these women would inevitably bear the marks of this history of difference that must be attended to. Following this tradition of feminist literary criticism, this course will involve studying selected writings of women in the twentieth century. As one would expect, any imagination of such a course would present several challenges. First, the category of “women” is a contested one and one must account for the diversity of experiences—along the lines of class, caste, race, ethnicity, sexuality—that resist such a universal categorization. Given this, one must contend with the following question: Do women across these boundaries have any unifying experiences or is the point of such a course to excavate difference even as it seeks to bring together disparate groups of persons under the category of “woman”? Second, one must inevitably be cautious while trying to use traditional (masculinist) theories of literary criticism in order to read women’s literatures even as one must resist a hasty assimilation of all women’s literatures into existing categories of feminist literatures (and leave it at that). How has feminist literary criticism negotiated these challenges and sought to construct an analytical lens that is drawn from the works of these women writers? This course will provide students with an opportunity to think through some of these challenges and questions with the help of literary works written—poetry, short stories, and essays—by women in the twentieth century. The course’s focus is primarily on Western literary traditions and thus, most writers included are from the West. Through close reading of these texts and attention to historical traditions and contexts within which these writers wrote, this course will unpack the shape of literary imaginations and landscapes that are specific to women writers of this century. In doing so, students will be encouraged to think about the role that women’s literatures and feminist literary criticisms might play in shaping mainstream literary studies."
LITT237,Voice and World: The Literary Essay,literature,4,"Voice and World: The Literary Essay is a twelve-week course designed to give students the opportunity to read a number of important literary essays and learn how to write their own. It is a vital addition to the writing program of Krea University. Students will get the chance to engage with this thriving literary form, reading such writers as Nora Ephron, Julian Barnes, DR Nagaraj, William Hazlitt and Umberto Eco, among others. A good essay relies on a personalistic style but brings forth crucial understandings about the world we live in. Students will learn how to research an idea they are interested in, develop their thoughts along suitable lines, and forward an argument in elegant, concise language. Students will work on multiple short essays over the course of the term and one final longer essay. This is a reading and writing-heavy course, in which we will encourage exploring ideas from other academic disciplines."
LITT241,Out on a Quest: Writing a Research Essay,literature,4,"Researchers are questers asking research questions to better understand the worldly wilderness we inhabit. They track and read sources, reflect on ideas, form alliances, combat misreading - wielding reading skills and writing implements. They return transformed by the quest, to tell their tale with a well written research essay that adds to how we know the world. This upper-level writing course for literature students will advance the skills learned in WOC and LAA. The drafting process will include basic archival research to find sources for a topic of one’s choice; distinguishing between different kinds of sources; asking research questions; making claims supported by evidence; sustaining an argument; getting and giving revision feedback; and, learning citation systems in addition to MLA. Motivated by the guiding principles of asking questions that perhaps stay unanswered in the process of knowledge creation, this writing intensive course aims to introduce students to the work of research as it gets bigger in scale and complexity. To meet the final goal of writing a proofed and polished 2,500 words research essay by the end of the term, students will complete shorter, targeted tasks for the new skills they are learning. For instance, if they have been introduced to an online archive, or have found one on their own, they may submit a description of it. Other exercises may include annotating a text, creating a glossary of conceptual terms, close-reading, writing summaries of sources they will work with, giving peer feedback, interspersed with revising and submitting drafts at incremental word limits."
LITT244,Writing in Genre: Speculative Fiction,literature,4,"This course will engage significantly with a specific form of creative fiction writing: speculative fiction. It will be one of a rotating series of Genre courses that we hope to offer as part of the Creative Writing minor. Speculative fiction is an extremely popular genre among writers and students. At the outset of this course, we will engage with a fundamental question: What makes a piece of writing speculative? As the term progresses, we will look deeply at the most popular forms of speculative fiction: dystopic literature, fantasy writing and alternate history fiction. Students will work on short pieces during the first weeks, and then are expected to develop and complete a longer story by the end of term."
LITT301,Make or Break?: The Literary Canon,literature,4,"This course explores how literary canons are formed by a multitude of different forces such as nation, culture, language, and economics. Beginning with a case study on the “western” or “English” canon in the form of one of the most canonical female writers of all time, this course teaches students how, why, and when certain “great” works gain their importance or place in the canon. In doing so, students will learn how certain forces of inclusion and exclusion create so-called literary canons. This course also asks students to consider what it would mean to imagine canons (or their absence) differently: for example, what would a “global” literary canon look like? How would you structure a canon of women’s literature? Do we need canons at all? To begin to answer these questions, our reading will explore the idea of the canon and its relationship to adaptations, translations, intertextuality, and literary prizes through key writers and texts and a trio of literary events in 2025: the global celebrations of the 250th anniversary of Jane Austen; the Nobel in Africa symposium in Stellenbosch, South Africa (November 2025), featuring literary prize-winners J.M. Coetzee and Abdulrazak Gurnah; and, closer to home in south India, the 2025 International Booker Prize for Heart Lamp to Banu Mushtaq and Deepa Bhasthi"
LITT308,Translation,literature,4,"This course aims to introduce students to Translation Studies (TS), by engaging with specific questions central to the domain. These questions revolve around the concept of equivalence, including issues of equivalence at various levels of language and text; they relate to challenges specific to non-literary and literary translations. At the same time, this course exposes students to various theoretical perspectives on translation in its interactions with culture. Beginning with a broad outline of the scope, history and central issues of TS, this course goes on to discuss various levels of equivalence. It begins with a focus on non-literary translation, and, thereafter, opens up to challenges specific to literary translation. Beginning with a close-up view in order to engage with these ‘building blocks’ of translation, it then goes on to view the process of translation from its place within culture and addresses issues that flow from it. Finally, it brings up some philosophical perspectives on translation. Thus, the course aims to give a comprehensive view of the act of translation and of issues concerning the domain of TS."
LITT316,Introduction to Translation,literature,4,"This course aims to introduce students to Translation Studies (TS), by engaging with specific questions central to the domain. These questions revolve around the concept of equivalence, including issues of equivalence at various levels of language and text; they relate to challenges specific to non-literary and literary translations. At the same time, this course exposes students to various theoretical perspectives on translation in its interactions with culture. Beginning with a broad outline of the scope, history and central issues of TS, this course goes on to discuss various levels of equivalence. It begins with a focus on non-literary translation, and, thereafter, opens up to challenges specific to literary translation. Beginning with a close-up view in order to engage with these ‘building blocks’ of translation, it then goes on to view the process of translation from its place within culture and addresses issues that flow from it. Finally, it brings up some philosophical perspectives on translation. Thus, the course aims to give a comprehensive view of the act of translation and of issues concerning the domain of TS."
